Entité;Catégorie;Entité_FR
Institut de minéralogie, de physique des matériaux et de cosmochimie (Sorbonne Université/CNRS/MNHN/IRD);HERITAGE_INST;Institut de minéralogie, de physique des matériaux et de cosmochimie (Sorbonne Université/CNRS/MNHN/IRD)
Institut national du Patrimoine;HERITAGE_INST;Institut national du patrimoine
Institute of Materials Science;HERITAGE_INST;Institut de science des matériaux
institutions;HERITAGE_INST;institutions
institutions in charge of the redevelopment of Notre-Dame;HERITAGE_INST;institutions chargées de la rénovation de Notre-Dame
international Corpus;HERITAGE_INST;corpus international
international Corpus Vitrearum;HERITAGE_INST;Corpus Vitrearum international
International Council on Monuments and Sites (ICOMOS - Venice Charter);HERITAGE_INST;Conseil international des monuments et des sites (ICOMOS - Charte de Venise)
International Council on Monuments and Sites (ICOMOS);HERITAGE_INST;Conseil international des monuments et des sites (ICOMOS)
IRAMAT-Centre Ernest-Babelon laboratory;HERITAGE_INST;laboratoire IRAMAT-Centre Ernest-Babelon
Journal Officiel de la République Française;HERITAGE_INST;Journal officiel de la République française
JPI CH;HERITAGE_INST;JPI Patrimoine Culturel
La Maîtrise;HERITAGE_INST;La Maîtrise
Laboratoire central de la prefecture de police (LCPP);HERITAGE_INST;Laboratoire central de la préfecture de police (LCPP)
Laboratoire central de la prefecture de police (LCPP) restoration institutes LRMH’s scientific Stone Department;HERITAGE_INST;Instituts de restauration du Laboratoire central de la préfecture de police (LCPP) et département scientifique des pierres du Laboratoire de Recherche des Monuments Historiques (LRMH)
Laboratoire de Recherche des Monuments Historiques;HERITAGE_INST;Laboratoire de Recherche des Monuments Historiques
Laboratoire de Recherche des Monuments Historiques (LRMH);HERITAGE_INST;Laboratoire de Recherche des Monuments Historiques (LRMH)
Laboratoire de Recherche des Monuments Historiques;HERITAGE_INST;Laboratoire de Recherche des Monuments Historiques
Laboratoire de recherche Géomatériaux et Environnement de l’Université Paris-Est Marne la Vallée;HERITAGE_INST;Laboratoire de recherche sur les géomatériaux et l'environnement de l'Université Paris-Est Marne-la-Vallée
Laboratoire Interuniversitaire des Systèmes Atmosphériques de l’Université Paris-Est Créteil;HERITAGE_INST;Laboratoire Interuniversitaire des Systèmes Atmosphériques de l'Université Paris-Est Créteil
Laboratoire Modèles et simulations pour l’architecture et le patrimoine (MAP);HERITAGE_INST;Laboratoire Modèles et Simulations pour l'Architecture et le Patrimoine (MAP)
LASTIG;HERITAGE_INST;Laboratoire d'Analyse Spatiale, de Télédétection et d'Ingénierie Géomatique
Liège Villa Consulaire;HERITAGE_INST;Villa Consulaire de Liège
LISA;HERITAGE_INST;Laboratoire Interuniversitaire des Systèmes Atmosphériques
Los Angeles Getty Center;HERITAGE_INST;Centre Getty de Los Angeles
Louvre;HERITAGE_INST;Musée du Louvre
Louvre Palace;HERITAGE_INST;Palais du Louvre
LRMH;HERITAGE_INST;LRMH
LRMH laboratory;HERITAGE_INST;laboratoire LRMH
LRMH’s Metal Department;HERITAGE_INST;département des métaux du LRMH
LSCE Laboratory;HERITAGE_INST;laboratoire LSCE
MAP;HERITAGE_INST;MAP
MASA;HERITAGE_INST;MASA
Mayer van den Bergh Museum;HERITAGE_INST;Musée Mayer van den Bergh
Médiathèque de l’Architecture et du Patrimoine;HERITAGE_INST;Médiathèque de l'Architecture et du Patrimoine
Ministère de la Culture;HERITAGE_INST;Ministère de la Culture
Ministry of Culture;HERITAGE_INST;Ministère de la Culture
Ministry of Culture's state service;HERITAGE_INST;service d'État du Ministère de la Culture
MIS;HERITAGE_INST;MIS
Mobilier national;HERITAGE_INST;Mobilier national
MOM;HERITAGE_INST;MOM
Monuments Historiques;HERITAGE_INST;Monuments Historiques
MSH VdL;HERITAGE_INST;MSH VdL
Musée du Louvre;HERITAGE_INST;Musée du Louvre
museums;HERITAGE_INST;musées
museums of the City of Paris;HERITAGE_INST;musées de la Ville de Paris
National architecture and heritage commission;HERITAGE_INST;Commission nationale d'architecture et du patrimoine
National Assembly;HERITAGE_INST;Assemblée nationale
national French forest inventory (IFN);HERITAGE_INST;inventaire national français des forêts (IFN)
National Museum;HERITAGE_INST;Musée national
National Museum of Brazil;HERITAGE_INST;Musée national du Brésil
Navier;HERITAGE_INST;Navier
n-dame scientific project;HERITAGE_INST;projet scientifique de Notre-Dame
NDP architects;HERITAGE_INST;architectes NDP
NEW AGLAE;HERITAGE_INST;NOUVEAU AGLAE
NIST;HERITAGE_INST;NIST
Notre Dame initiative;HERITAGE_INST;initiative de Notre-Dame
Notre Dame Restoration Project;HERITAGE_INST;Projet de restauration de Notre-Dame
Notre-Dame;HERITAGE_INST;Notre-Dame
Notre-Dame de Paris;HERITAGE_INST;Notre-Dame de Paris
Notre-Dame Scientific Workshop;HERITAGE_INST;Atelier scientifique de Notre-Dame
Palais de Chaillot;HERITAGE_INST;Palais de Chaillot
Palais du Louvre LRMH;HERITAGE_INST;Laboratoire de Recherche des Monuments Historiques (LRMH) du Palais du Louvre
Passion Médiévistes;HERITAGE_INST;Passion Médiévistes
Passion Notre-Dame;HERITAGE_INST;Passion Notre-Dame
PHE ND project  CNRS;HERITAGE_INST;PHE ND project  CNRS
PHE project;HERITAGE_INST;Projet PHE
Place de la Concorde;HERITAGE_INST;Place de la Concorde
Place Saint Germain l'Auxerrois;HERITAGE_INST;Place Saint-Germain-l'Auxerrois
Pôle étude du département de la politique des publics;HERITAGE_INST;Pôle d'étude du département de la politique des publics
Project Management (MOE);HERITAGE_INST;Maîtrise d'œuvre (MOE)
Public Establishment in charge of the conservation and restoration of Notre-Dame de Paris cathedral;HERITAGE_INST;Établissement public chargé de la conservation et de la restauration de la cathédrale Notre-Dame de Paris
public institution in charge of cathedral’s conservation and restoration;HERITAGE_INST;institution publique chargée de la conservation et de la restauration de la cathédrale
public institution in charge of the restoration;HERITAGE_INST;institution publique chargée de la restauration
Regional Service of Archaeology (SRA);HERITAGE_INST;Service régional de l’archéologie (SRA)
religious institutions;HERITAGE_INST;institutions religieuses
Research Laboratory of Historic Monuments (LRMH);HERITAGE_INST;Laboratoire de recherche des monuments historiques (LRMH)
Restaurons Notre-Dame;HERITAGE_INST;Restaurons Notre-Dame
RNDP;HERITAGE_INST;Réseau national de données patrimoniales
Rocamat company;HERITAGE_INST;entreprise Rocamat
Saint-Etienne municipal media library;HERITAGE_INST;médiathèque municipale de Saint-Étienne
School of Engineering;HERITAGE_INST;école d'ingénieurs
scientific consortium;HERITAGE_INST;consortium scientifique
Service regional de l’archéologie (SRA);HERITAGE_INST;Service régional de l’archéologie (SRA)
Service regional de l’archéologie of the DRAC Île-de-France;HERITAGE_INST;Service régional de l’archéologie de la DRAC Île-de-France
Service Régional de l'Archéologie (Ministry of Culture);HERITAGE_INST;Service régional de l’archéologie (Ministère de la Culture)
Sotheby’s;HERITAGE_INST;Sotheby’s
SRA;HERITAGE_INST;SRA
Structure working group (WG);HERITAGE_INST;groupe de travail structure (GT)
STUDIO COMES engineering;HERITAGE_INST;ingénierie STUDIO COMES
Synchrotron SOLEIL;HERITAGE_INST;synchrotron SOLEIL
temporary museum dedicated place Notre-Dame de Paris;HERITAGE_INST;lieu temporaire dédié au musée de Notre-Dame de Paris
Trocadero gardens;HERITAGE_INST;jardins du Trocadéro
Tuileries Gardens;HERITAGE_INST;jardins des Tuileries
UMR-MAP;HERITAGE_INST;UMR-MAP
UNESCO;HERITAGE_INST;UNESCO
UNESCO element;HERITAGE_INST;élément UNESCO
Universal Exhibition;HERITAGE_INST;Exposition universelle
Universal Exposition;HERITAGE_INST;Exposition universelle
Université Clermont Auvergne;HERITAGE_INST;Université Clermont Auvergne
Université Paris 8;HERITAGE_INST;Université Paris 8
Université Rennes 2;HERITAGE_INST;Université Rennes 2
Universities;HERITAGE_INST;universités
University Clermont-Auvergne;HERITAGE_INST;Université Clermont Auvergne
Vassar College;HERITAGE_INST;Collège Vassar
Venice Charter;HERITAGE_INST;Charte de Venise
Visual Computing Lab (ISTI - CNR);HERITAGE_INST;Laboratoire de Calcul Visuel (ISTI - CNR)
Vitrail France;HERITAGE_INST;Vitrail France
Voix Publics;HERITAGE_INST;Voix Publiques
world heritage;HERITAGE_INST;patrimoine mondial
world's cultural heritage;HERITAGE_INST;patrimoine culturel mondial
1150;HISTORICAL_PERIOD;1150
1151;HISTORICAL_PERIOD;1151
1153;HISTORICAL_PERIOD;1153
1170;HISTORICAL_PERIOD;1170
1180;HISTORICAL_PERIOD;1180
1185;HISTORICAL_PERIOD;1185
1214;HISTORICAL_PERIOD;1214
1215;HISTORICAL_PERIOD;1215
1220;HISTORICAL_PERIOD;1220
1226;HISTORICAL_PERIOD;1226
1230;HISTORICAL_PERIOD;1230
1257;HISTORICAL_PERIOD;1257
1258;HISTORICAL_PERIOD;1258
1290;HISTORICAL_PERIOD;1290
1300;HISTORICAL_PERIOD;1300
1630;HISTORICAL_PERIOD;1630
1669;HISTORICAL_PERIOD;1669
1726;HISTORICAL_PERIOD;1726
1728;HISTORICAL_PERIOD;1728
1730;HISTORICAL_PERIOD;1730
1773;HISTORICAL_PERIOD;1773
1854;HISTORICAL_PERIOD;1854
1855;HISTORICAL_PERIOD;1855
1857;HISTORICAL_PERIOD;1857
1858;HISTORICAL_PERIOD;1858
1859;HISTORICAL_PERIOD;1859
1860;HISTORICAL_PERIOD;1860
1861;HISTORICAL_PERIOD;1861
1862;HISTORICAL_PERIOD;1862
1863;HISTORICAL_PERIOD;1863
1864;HISTORICAL_PERIOD;1864
1905;HISTORICAL_PERIOD;1905
1915;HISTORICAL_PERIOD;1915
1935;HISTORICAL_PERIOD;1935
1937;HISTORICAL_PERIOD;1937
1938;HISTORICAL_PERIOD;1938
1939;HISTORICAL_PERIOD;1939
1952;HISTORICAL_PERIOD;1952
1956;HISTORICAL_PERIOD;1956
1959;HISTORICAL_PERIOD;1959
1965;HISTORICAL_PERIOD;1965
1978;HISTORICAL_PERIOD;1978
1981;HISTORICAL_PERIOD;1981
1991;HISTORICAL_PERIOD;1991
1994;HISTORICAL_PERIOD;1994
1996;HISTORICAL_PERIOD;1996
1999;HISTORICAL_PERIOD;1999
2004;HISTORICAL_PERIOD;2004
2010;HISTORICAL_PERIOD;2010
2012;HISTORICAL_PERIOD;2012
2013;HISTORICAL_PERIOD;2013
2014;HISTORICAL_PERIOD;2014
2015;HISTORICAL_PERIOD;2015
2018;HISTORICAL_PERIOD;2018
2019;HISTORICAL_PERIOD;2019
2020;HISTORICAL_PERIOD;2020
2021;HISTORICAL_PERIOD;2021
2022;HISTORICAL_PERIOD;2022
2023;HISTORICAL_PERIOD;2023
2024;HISTORICAL_PERIOD;2024
1163 and 1182;HISTORICAL_PERIOD;1163 et 1182
1175-1200;HISTORICAL_PERIOD;1175-1200
1180s;HISTORICAL_PERIOD;années 1180
11th;HISTORICAL_PERIOD;11e
11th century;HISTORICAL_PERIOD;11e siècle
11th-13th centuries;HISTORICAL_PERIOD;11e-13e siècles
1200-1230;HISTORICAL_PERIOD;1200-1230
1200s;HISTORICAL_PERIOD;années 1200
1220's;HISTORICAL_PERIOD;années 1220
1260s;HISTORICAL_PERIOD;années 1260
12th centuries;HISTORICAL_PERIOD;XIIe siècles
12th century;HISTORICAL_PERIOD;XIIe siècle
12th to the 18th century;HISTORICAL_PERIOD;du XIIe au XVIIIe siècle
12th to the 20th Century;HISTORICAL_PERIOD;du XIIe au XXe siècle
12th;HISTORICAL_PERIOD;XIIe
13th centuries;HISTORICAL_PERIOD;XIIIe siècles
13th century;HISTORICAL_PERIOD;XIIIe siècle
14th century;HISTORICAL_PERIOD;XIVe siècle
15 april 2019;HISTORICAL_PERIOD;15-avr-19
15th April 2019;HISTORICAL_PERIOD;15-avr-19
15th century;HISTORICAL_PERIOD;XVe siècle
15th of April 2019;HISTORICAL_PERIOD;15-avr-19
15th-century;HISTORICAL_PERIOD;du XVe siècle
160 years;HISTORICAL_PERIOD;160 ans
16th century;HISTORICAL_PERIOD;XVIe siècle
17th century;HISTORICAL_PERIOD;XVIIe siècle
18 July 2020;HISTORICAL_PERIOD;18-juil-20
1814-1879;HISTORICAL_PERIOD;1814-1879
1817-1819;HISTORICAL_PERIOD;1817-1819
1857-1863;HISTORICAL_PERIOD;1857-1863
18th century;HISTORICAL_PERIOD;XVIIIe siècle
1940;HISTORICAL_PERIOD;1940
1980’s;HISTORICAL_PERIOD;années 1980
1980s;HISTORICAL_PERIOD;années 1980
1990s;HISTORICAL_PERIOD;années 1990
19th century;HISTORICAL_PERIOD;XIXe siècle
19th century;HISTORICAL_PERIOD;XIXe siècle
19th century glass;HISTORICAL_PERIOD;verre du XIXe siècle
19th-century practices;HISTORICAL_PERIOD;pratiques du XIXe siècle
200 years old;HISTORICAL_PERIOD;âgé de 200 ans
2000s;HISTORICAL_PERIOD;années 2000
2010-2012;HISTORICAL_PERIOD;2010-2012
2021;HISTORICAL_PERIOD;2021
20th century;HISTORICAL_PERIOD;XXe siècle
21st century;HISTORICAL_PERIOD;XXIe siècle
chronological building sequences;HISTORICAL_PERIOD;séquences chronologiques de construction
chronology;HISTORICAL_PERIOD;chronologie
construction dates;HISTORICAL_PERIOD;dates de construction
contemporary period;HISTORICAL_PERIOD;période contemporaine
date engraved in the stone;HISTORICAL_PERIOD;date gravée dans la pierre
date of construction;HISTORICAL_PERIOD;date de construction
dates;HISTORICAL_PERIOD;dates
dating;HISTORICAL_PERIOD;datation
dating of iron armatures;HISTORICAL_PERIOD;datation des armatures en fer
dating of iron artifacts;HISTORICAL_PERIOD;datation des artefacts en fer
Early 14th centuries;HISTORICAL_PERIOD;début du XIVe siècle
Early 19th century;HISTORICAL_PERIOD;début du XIXe siècle
economic history;HISTORICAL_PERIOD;histoire économique
felling around 1290;HISTORICAL_PERIOD;abattage vers 1290
first quarter of the 13th century;HISTORICAL_PERIOD;premier quart du XIIIe siècle
first two decades of the 13th century;HISTORICAL_PERIOD;premières deux décennies du XIIIe siècle
French Revolution in 1791;HISTORICAL_PERIOD;Révolution française en 1791
Gothic architecture;HISTORICAL_PERIOD;architecture gothique
Gothic period;HISTORICAL_PERIOD;période gothique
High Gothic art;HISTORICAL_PERIOD;art gothique rayonnant
High Middle Ages;HISTORICAL_PERIOD;Moyen Âge central
historical anthropology;HISTORICAL_PERIOD;anthropologie historique
historical reappraisal;HISTORICAL_PERIOD;réévaluation historique
historical time periods;HISTORICAL_PERIOD;périodes historiques
historical times;HISTORICAL_PERIOD;époques historiques
historical trajectories of lead;HISTORICAL_PERIOD;trajectoires historiques du plomb
history;HISTORICAL_PERIOD;histoire
history of lead in construction;HISTORICAL_PERIOD;histoire du plomb en construction
history of Notre Dame;HISTORICAL_PERIOD;histoire de Notre-Dame
History of the cathedral building;HISTORICAL_PERIOD;histoire de la construction de la cathédrale
key moments;HISTORICAL_PERIOD;moments clés
knowledge of pre-12th century states;HISTORICAL_PERIOD;connaissance des États pré-12e siècle
Last millennium;HISTORICAL_PERIOD;Dernier millénaire
late 17th century;HISTORICAL_PERIOD;fin du 17e siècle
Late 18th century;HISTORICAL_PERIOD;fin du 18e siècle
Late Middle Ages;HISTORICAL_PERIOD;Basse Moyen Âge
medieval;HISTORICAL_PERIOD;médiéval
Medieval and early modern periods;HISTORICAL_PERIOD;Moyen Âge et période moderne précoce
medieval construction;HISTORICAL_PERIOD;construction médiévale
medieval framing spans;HISTORICAL_PERIOD;portées de charpentes médiévales
medieval models;HISTORICAL_PERIOD;modèles médiévaux
medieval period;HISTORICAL_PERIOD;période médiévale
medieval structure;HISTORICAL_PERIOD;structure médiévale
Medieval Warm Period (MWP);HISTORICAL_PERIOD;Période chaude médiévale (PCM)
medieval wooden;HISTORICAL_PERIOD;bois médiéval
mid-13th century;HISTORICAL_PERIOD;milieu du 13e siècle
Middle Ages;HISTORICAL_PERIOD;Moyen Âge
middle of the 12th century;HISTORICAL_PERIOD;milieu du XIIe siècle
Middle-Age;HISTORICAL_PERIOD;Moyen Âge
millennium;HISTORICAL_PERIOD;millénaire
modern period;HISTORICAL_PERIOD;période moderne
Nineteenth century;HISTORICAL_PERIOD;XIXe siècle
origin and course of the MWP;HISTORICAL_PERIOD;origine et évolution de la PMP
past climate;HISTORICAL_PERIOD;climat passé
past solar activity;HISTORICAL_PERIOD;activité solaire passée
pre-12th century states;HISTORICAL_PERIOD;États pré-XIIe siècle
regional climate trend reconstruction;HISTORICAL_PERIOD;reconstruction des tendances climatiques régionales
second half of the 20th century;HISTORICAL_PERIOD;deuxième moitié du XXe siècle
Second part of 20th century;HISTORICAL_PERIOD;seconde partie du XXe siècle
Second Vatican Council;HISTORICAL_PERIOD;Concile Vatican II
segmentation;HISTORICAL_PERIOD;segmentation
silvicultural history;HISTORICAL_PERIOD;histoire de l'exploitation forestière
thirteenth-century;HISTORICAL_PERIOD;XIIIe siècle
Universal Exposition;HISTORICAL_PERIOD;Exposition universelle
Upper Lutetian;HISTORICAL_PERIOD;Lutétien supérieur
warm period in a pre-industrial context;HISTORICAL_PERIOD;période chaude dans un contexte préindustriel
